Titulo,Descripcion,Tarea SN,Ticket RIT,Prioridad,Tipo,Dominio
Marcas de CC y PH no han migrado a portal,"Problema reportado por Cindy Chuco. 140 casos/estudiantes rechazados porque el portal no los bloqueó con la marca. Desarrollo no mapeado en RITM inicial. Se requiere solución ágil ya que impacta en calidad de atención.",INC1313989,RITM0587035,Alta,Incidente,General
